AWB,ConsigneeCompany,ConsigneeAddr1,ConsigneePostal,KiloWgt,SelectCd,PieceQty,CommitDate,DestLocCd,CourierRoute
7.90E+11,,1 JALAN WARAS 2,56000,33,"C1,DIA",5,19/9/2013,KUL,833
7.90E+11,NOVUGEN PHARMA MALAYSIA SDN BHD,"NO:3, JALAN JURURANCANG U1/21,",40150,2,DR,1,19/9/2017,XKL,833
7.90E+11,,"A-08-06, GATEWAY KIARAMAS,",50480,0.2,DR,1,19/9/2013,KUL,880
7.90E+11,PAC-WORLDWIDE MALAYSIA,"LOT 5, JALAN LADA HITAM SATU 16/12",40200,0.1,DR,1,19/9/2013,XKL,911912
4.90E+11,BUSINESS NETWORK SOLUTIONS SDN BHD,"50L-3, KELANA MALL, JLN SS6/14",47301,55,"DT,C1",1,19/9/2013,XKL,823
7.90E+11,BLUSH FASHION SDN BHD,"7, JALAN APOLLO U5/194",40150,0.5,"PND,DR",1,19/9/2012,XKL,823
7.90E+11,,23A-A-2 BINJAI RESIDENCY LORONG BI,50450,44,"PL,C1",1,19/9/2013,KUL,823
7.90E+11,,"NO. 7, JALAN SP 3/1 BANDAR SERI",43000,1.8,"C1,DIA",1,19/9/2017,RDN,
4.86E+11,SONOCO PRODUCTS (MALAYSIA) SDN BHD,LOT 46 JALAN BRP 9/2 PUTRA IND PAR,47000,10,"C1,DIA",1,19/9/2013,XKL,985982
7.76E+11,PSL GROUP MALAYSIA,"23 JALAN BARAT, SEKSYEN 8",46050,22,DR,1,19/9/2013,KUL,823
7.90E+11,,"NUM 6, JLN 5E/5, SEKSYEN 5",43650,0.1,"DIA,C1",1,19/9/2013,RDN,
1.21E+11,MICROTRONICS TECHNOLOGY SDN BHD,"NO.10, JALAN DEWANI 1,",81100,0.2,C1,1,19/9/2013,JHB,
1.19E+11,PNE ELECTRIC SDN BHD,NO.23 JALAN FIRMA 1,81100,0.1,"C1,DT",1,19/9/2013,JHB,
4.71E+11,IETCO SDN BHD,17 JALAN SUNGAI JELUH 32/201,40460,24,"DIA,C1",2,19/9/2017,XKL,823
1.09E+11,ARK QUIN LEONG,"B16-6, TTDI PLAZA",60000,4.2,"DIA,C1",1,19/9/2013,XKL,979974
7.90E+11,GE ENGINE SERVICES MALAYSIA SDN BHD,MAS COMPLEX A-AA1802,47200,0.9,"C1,DT",1,19/9/2013,XKL,KULBK+
7.90E+11,,"8, ROSE LANE, OFF LING WEN SHUN RD",96000,0.6,DR,1,19/9/2017,ODN,
1.15E+11,ARROW ELECTRONICS INC C/O,"ARROW COMPONENTS (M) S/B,D28-2,JLN",88060,3,C8,1,19/9/2017,JHB,
7.90E+11,LMS SCIENTIFIC SOLUTIONS SDN BHD,D10-3-G BLOCK D10,47301,0.3,DR,1,19/9/2012,XKL,955956
1.08E+11,INFINEON TECHNOLOGIES (M) SDN BHD,BATU BERENDAM FREE IND ZONE,75350,15.6,C8,1,19/9/2013,MKZ,
7.76E+11,ANSELL GLOBAL TRADING CENTER (MALAY,"PRIMA 6, PRIMA AVE, BLOCK 3512",63000,2.5,"C1,DT",1,19/9/2013,XKL,969938
8.11E+11,CHEMSAIN KONSULTANT SDN BHD,"172, ROCK ROAD, 93200",93200,8,"PND,DR",1,19/9/2013,KCH,
7.90E+11,,"8, JALAN ANGGERIK ERIA 31/107A, KO",40460,1.1,"DIA,C1",1,19/9/2013,XKL,929928
7.90E+11,,"NO 137 , JALAN PERMAS 15/2 , BANDA",81750,0.8,"C1,PL",1,19/9/2013,JHB,
7.76E+11,INTRAHAUS ENGINEERING SDN BHD,"34 A, JLN JAYA MAS 2",81300,0.5,"C1,DT",1,19/9/2013,JHB,
7.76E+11,STRAITS SCIENTIFIC (M) SDN BHD,"NO. 10A, JALAN NIRWANA 37",68000,0.5,"C1,DT",1,19/9/2017,KUL,880
7.90E+11,MALCONREP LOGISTICS (M) SDN BHD,LOT 7316 (PT3609) PERSIARAN SIJANG,42500,0.5,DR,1,19/9/2013,XKL,999916
4.96E+11,,NO.90 JALAN LIMAU KASTURI 3,81000,0.2,DR,1,19/9/2013,JHB,
1.14E+11,AIROD SDN BHD,"MANAGER B 632 , JALAN TUDM",47200,237.5,"C1,DIA",5,19/9/2013,XKL,823
7.76E+11,HOSPITAL CANSELOR TUANKU MUHRIZ,UNIVERSITI KEBANGSAAN MALAYSIA,56000,123.5,DR,2,19/9/2013,KUL,833
7.76E+11,BUMI TEKNIKAL SOLUTION SDN BHD,"22, JLN BP 5/8",47100,13.6,"DIA,C1",10,19/9/2017,XKL,880
7.90E+11,CELESTICA ELECTRONICS (M) SDN BHD,LOT 01 AIRPORT LOGISTIC PARK,81250,0.5,C8,1,19/9/2013,JHB,
7.90E+11,DAIKIN MALAYSIA SENDIRIAN BERHAD,"LOT 60334, PERSIARAN BUKIT RAHMAN",47000,0.8,C1,1,19/9/2017,XKL,985982
7.76E+11,MODERN SCIENTIFIC SDN BHD,550D PISANG ROAD WEST,93150,1.4,"C1,DT",1,19/9/2018,KCH,
7.90E+11,SENAWANG LAMINATING TECHNOLOGIES SB,LOT 51 PERSIARAN BUNGA,70400,0.5,"C1,DT",1,19/9/2013,RDN,
1.15E+11,KEJURUTERAAN & SERVIS SE SDN. BHD.,"NO 66, JALAN PLUTO AY U5/AY, BANDAR",40150,5,"C1,DT",1,19/9/2013,XKL,823
1.21E+11,GE ENGINE SERVICES MALAYSIA SDN BHD,MAS COMPLEX A-A1802 SULTAN ABDUL-,47200,0.5,"C1,DT",1,19/9/2013,XKL,KULBK+
7.76E+11,WEHAYA PETROSERVICES SDN. BHD.,LOT 2947 FARADALE GARDEN,98008,4.1,"C1,DIA",1,19/9/2017,ODN,
7.90E+11,FLOWSERVE SOLUTIONS (MALAYSIA) SDN,"LOT 14B, JALAN CJ 1/3",43200,2.1,"DIA,C1",1,19/9/2023,KUL,887
1.19E+11,INTERNATIONAL ISLAMIC UNIVERSITY M,UNIVERSITI ISLAM ANTARABANGSA MALA,25200,0.4,DR,1,19/9/2013,KUA,
1.19E+11,"HOSPITAL WANITA KANAK-KANAK, LIK",KARUNG BERKUNCI NO. 187,88996,0.4,DR,1,19/9/2017,BKI,
1.19E+11,HOSPITAL KUALA LUMPUR (GETZ HEALTH,"23, JALAN PAHANG",50586,0.4,DR,1,19/9/2013,KUL,831
1.19E+11,JEBSEN JESSEN TECHNOLOGY (M) SDN,"16 JALAN 51A/225, 46100 PETALING J",46100,0.4,DR,1,19/9/2013,KUL,833
7.40E+11,PARKER HANNIFIN IND (M) SDN BHD,"NO. 11, PERSIARAN PASAK BUMI, SEKSY",40150,23.5,C1,1,19/9/2017,XKL,823
7.76E+11,RIYE ENGINEERING,"NO 7, JALAN TPPI/ 15",47100,43.5,"C1,DT",10,19/9/2013,XKL,823
4.96E+11,FREESCALE SEMICONDUCTOR M S/B,NO 2 JLN SS 8/2,47300,0.5,C8,1,19/9/2013,XKL,MKZAC8
7.76E+11,SCHLUMBERGER,1 FIRST AVENUE BUILDING,47800,0.2,DR,1,19/9/2013,XKL,975976
7.76E+11,MEDINOVA SDN BHD,"6 LENGKUK SELAT SELATAN 12, CEMPAK",42000,1.4,C1,1,19/9/2013,XKL,995918
7.90E+11,THE HOUSE OF DIAMONDS,21-2 JALAN SOLARIS MONT KIARA,50480,0.3,DR,1,19/9/2013,KUL,880
1.21E+11,SAMTEC ASIA PACIFIC (M) SDN BHD,"NO 2 JALAN SILC 2/1, KAWASAN PERIND",79200,1593.9,"C1,DT",9,19/9/2013,KUL,JHBA
4.62E+11,JSI SERVICES (M) SDNBHD,"48/49 TINGKAT BAWAH, JALAN S2/D35",70300,1.8,C1,1,19/9/2013,RDN,
7.90E+11,,D38A-01,60000,1.1,"PL,C1",1,19/9/2013,XKL,979974
6.44E+11,ELANCO ANIMAL HEALTH,"LEVEL 7, MENARA OBYU, 4 JALAN PJU",47820,4.1,"C1,DT",1,19/9/2013,XKL,979976
6.35E+11,HAMILTON SUNDSTRAND MALAYSIA,NO. 9. LENGKUK KELULI 2,41050,2.3,"C1,DT",1,19/9/2013,XKL,KULBK+
6.35E+11,HAMILTON SUNDSTRAND MALAYSIA,NO. 9. LENGKUK KELULI 2,41050,2,"C1,DT",1,19/9/2013,XKL,KULBK+
6.69E+11,ULVAC MALAYSIA SDN BHD,NO 8 JALAN GITOR 33/3 ELITE IND EST,40350,250.4,"C1,DT",1,19/9/2013,KUL,XKLA
7.90E+11,,11 JALAN PUNCAK SETIAWANGSA 2,54200,0.9,"DIA,C1",1,19/9/2017,KUL,813
7.90E+11,GE ENGINE SERVICES MALAYSIA SDN BHD,MAS COMPLEX A-AA1802,47200,99.3,"C1,DT",1,19/9/2013,KUL,XKLA
7.90E+11,GE ENGINE SERVICES MALAYSIA SDN BHD,MAS COMPLEX A-AA1802,47200,63.5,"C1,DT",1,19/9/2013,KUL,XKLA
6.37E+11,PARKER HANNIFIN IND (M) SDN BHD,"NO. 11, PERSIARAN PASAK BUMI, SEKSY",40150,55,"C1,DIA",10,19/9/2013,XKL,823
1.15E+11,CRESCENTECH MANUFACTURE SDN BHD,CRESCENTECH MANUFACTURE SDN BHD,81800,0.5,DR,1,19/9/2013,JHB,
1.11E+11,OSI OPTOELECTRONICS SDN BHD,"PTD 159386, 6.5KM, JLN KAMPUNG MAJU",81100,1.4,"C1,DT",1,19/9/2013,JHB,
7.90E+11,,"8, JALAN PEKAKA 8/15",47810,1.8,"DIA,C1",1,19/9/2013,XKL,823
7.90E+11,,"SUITE 235, 30G JLN 25/70A",50480,2.6,DR,5,19/9/2013,KUL,880
1.04E+11,FCI CONNECTORS MALAYSIA SDN BHD,"PLO 205, JALAN CYBER 14",81400,0.1,"C1,DT",1,19/9/2013,JHB,
7.76E+11,WHITEX GARMENT SDN BHD,"NO 50, JALAN TAMING DUA,",43300,0.5,"C1,DT",1,19/9/2013,KUL,887
1.03E+11,EXACT ANALYTICAL SDN BHD,NO 29B JALAN KENARI 17E,47100,4.1,"DT,EX,C1",1,19/9/2017,XKL,960936
7.76E+11,SKK GLOBAL ENTERPRISE,LOT F1 FORWARDERS BUILDING KLAS,64000,3.6,FCZ,1,19/9/2013,MKZ,
4.83E+11,TEXAS INSTRUMENTS ELECTRONICS (M),BATU BERENDAM FREE TRADE ZONE,75350,3.2,C8,1,19/9/2013,MKZ,
7.90E+11,ALLTECH MALAYSIA SDN,NO 6 JALAN PEMBERITA U1/49,40150,30,DR,50,19/9/2013,XKL,833
4.83E+11,"S LOH / NO 28-B 30-B, 2ND FLOOR",JALAN SS21/62 DAMANSARA ITEMS,47400,0.1,DR,1,19/9/2013,XKL,975974
7.90E+11,ENRICH MEDSURG SDN BHD,C-6-28 C-6-29 CENTUM AT,47301,9.5,"C1,DT",1,19/9/2017,XKL,955956
1.23E+11,DORMS 2,20 JALAN PUDU LAMA,50200,33.5,DR,3,19/9/2013,KUL,823
7.76E+11,FOREVER LIVING PRODUCTS (M) SDN BH,28 JALAN JEJAKA 3,55100,0.5,DR,1,19/9/2013,KUL,811
7.76E+11,KAVI TRANSPORT SERVICES,"LOT F-31, CARGO COMPLEX",64000,1.4,FCZ,1,19/9/2013,MKZ,
7.76E+11,SKK GLOBAL ENTERPRISE,LOT F1 FORWARDERS BUILDING KLAS,64000,2.3,FCZ,1,19/9/2013,MKZ,
7.90E+11,COUNTRY GARDEN DANGA BAY,BAY POINT BLOCK 3A-04-07 LOT PTB 2,80200,0.9,"C1,DIA",1,19/9/2013,JHB,
4.80E+11,FRANKLIN TEMPLETON INVESTMENTS,203 JALAN BUKIT BINTANG,55100,333.1,"C1,DT",10,19/9/2013,KUL,833
1.14E+11,SASIKALA ARMUGAM,"NO 51, JALAN PUJ 2/1,",43300,9.3,"C1,DIA",20,19/9/2013,KUL,823
7.76E+11,LE MERIDIEN,2 JALAN STESEN SENTRAL,50470,2.3,DR,1,19/9/2013,KUL,823+
7.76E+11,,22 JALAN SS 21/34,47400,0.5,DR,1,19/9/2013,XKL,975974
7.90E+11,,ROYAL LANGKAWI YACHT CLUB,7000,1.8,C8,1,19/9/2017,LGK,
1.22E+11,GE ENGINE SERVICES MALAYSIA SDN BHD,MAS COMPLEX A-AA 1802,47200,1.1,"C1,DT",1,19/9/2013,XKL,KULBK+
7.90E+11,AGUSTA WESTLAND MALAYSIA SDN BHD,"LOT 10, JALAN TEKNOLOGI, TAMAN SAI",47810,15,"C1,DT",10,19/9/2013,XKL,823
6.77E+11,GAIA SCIENCE (M)SDN. BHD.,"60 60-1,JALAN PUTERI 5/5,",47100,2.2,"C1,DT",1,19/9/2013,XKL,823
6.77E+11,PARKER HANNIFIN IND (M) SDN BHD,"NO. 11, PERSIARAN PASAK BUMI, SEKSY",40150,2.5,"DIA,C1",1,19/9/2013,XKL,823
7.90E+11,ELITE MEDICAL SDN BHD,66-1 BLOCK F JLN SS7/26,47301,20,"C1,DT",5,19/9/2013,XKL,823
7.76E+11,GI TECHNICAL OPERATIONS MALAYSIA SDN BHD,QUILL 7 NO. 9 JALAN STESEN SENTRAL,50470,0.5,"C1,DT",1,19/9/2017,KUL,823
4.59E+11,FLOWSERVE SOLUTIONS (MALAYSIA) SDN BHD,"SDN. BHD. LOT 14B, JALAN CJ 1/3",73200,0.5,"DIA,C1",1,19/9/2017,SZB,
4.83E+11,STRYKER CORPORATION (M) SDN BHD,"100.6.001&100.6.003,129 OFFICERS,",46200,300,"C1,PL",5,19/9/2017,XKL,823
7.76E+11,CHIO WEE SENG,"NO.45, TAMAN PELANGI,",84150,0.2,"DIA,C1",1,19/9/2013,MUR,
7.76E+11,INFINITY ABROAD,"A-6-13A, CENTRIO PANTAI HILLPARK",59200,0.5,DR,1,19/9/2013,KUL,853+
7.76E+11,HONG LEONG BANK BERHAD,"JALAN 219 SECTION 51A,46100 PETALI",46100,13.9,DR,30,19/9/2013,KUL,833
7.76E+11,TEKNION FURNITURE SYSTEMS,LOT 761 JALAN HAJI SIRAT,42100,11.3,C1,2,19/9/2013,XKL,KAPAR+
6.12E+11,SYSTEMATIC AVIATION SERVICES SDN BHD,"DCA HANGAR,SULTAN ABDUL AZIZ SHAH",47200,5.9,"C1,DT",3,19/9/2013,XKL,823
7.90E+11,FREESCALE SEMICONDUCTOR M S/B,NO 2 JLN SS 8/2,47300,0.5,C8,1,19/9/2013,XKL,MKZAC8
1.18E+11,ANALISA RESOURCES SDN BHD,NO 31 JALAN PENGACARA U1/48,40150,3,"DT,C1",1,19/9/2013,XKL,833
7.90E+11,GRACE NIANNGAIHMOI,B-15-01 SUNWAY PALAZZIO,50480,55,"PL,C1",3,19/9/2013,KUL,880
4.86E+11,CAA OF MALAYSIA,BLOCK A - ATC CENTR COMPLEX-LEVEL,62618,0.6,DR,1,19/9/2013,XKL,969938
7.90E+11,,"36-3, JALAN PJS 8/2",46150,1.8,"DIA,C1",1,19/9/2013,XKL,930932
1.21E+11,SINFONIA PROJECT SDN BHD,JALAN MP2 TAMAN,75350,4.6,"PW,DT",1,19/9/2017,MKZ,
1.16E+11,TRANSICOIL (M) SDN BHD,BATU BERENDAM,75350,5.4,C8,1,19/9/2013,MKZ,
7.76E+11,QPACK INDUSTRIES SDN BHD,"LOT 888, JALAN SUBANG9",47630,0.1,DR,1,19/9/2013,XKL,939934
7.76E+11,GE ENGINE SERVICES MALAYSIA SDN BHD,MAS COMPLEX A-A1802 SULTAN ABDUL-,47200,15.4,"C1,DT",1,19/9/2013,XKL,KULBK+
7.90E+11,PROSEAL SOLUTIONS SDN. BHD.,"NO. 32, JALAN PERUSAHAAN 27",42000,1.4,"C1,DIA",1,19/9/2013,XKL,995918
4.51E+11,,"LOT7.02.01 BEAUTY HALL,LEVEL7",55100,0.1,"C1,DT",1,19/9/2013,KUL,825
7.90E+11,CALVIN WONG,17 JALAN 14/30,46100,202.8,PW,5,19/9/2017,KUL,833
4.86E+11,CS PROGYMS PHARMACEUTICAL,"LOT 23, 823 INDUSTRIAL ESTATES",48000,121.6,DR,4,19/9/2013,XKL,823
7.76E+11,ASIA ENERGY SERVICES SDN BHD.,SUITE 10-02 AND 10-02 LEVEL 10,50400,0.5,DR,3,19/9/2013,KUL,823
1.12E+11,AFIF FIRDASU NOR AZMI,4000 SHAH ALAM,40000,1.3,"PL,C1",1,19/9/2013,XKL,911912
6.33E+11,CLARIANT SPECIALTY CHEMICAL (M) SDN,NO 79 80 HICOM SECTOR B,40000,0.9,"PL,C1",1,19/9/2013,XKL,927928
1.15E+11,QES MECHATRONIC SDN BHD,FLORENCE CHUA,40150,6,"DT,PW",1,19/9/2017,XKL,833
1.24E+11,GE ENGINE SERVICES MALAYSIA SDN BHD,MAS COMPLEX A-AA1802,47200,1.4,"C1,DT",1,19/9/2013,XKL,KULBK+
4.32E+11,GE ENGINE SERVICES MALAYSIA SDN BHD,MAS COMPLEX A-AA1802 SULTAN,47200,40.8,"C1,DT",7,19/9/2013,KUL,880
1.14E+11,GE ENGINE SERVICES MALAYSIA SDN BHD,GE ENGINE SERVICES MALAYSIA SDN BH,47200,1.8,"C1,DT",1,19/9/2013,XKL,KULBK+
7.76E+11,KAVI TRANSPORT SERVICES,"LOT F-31, CARGO COMPLEX",64000,2.7,FCZ,1,19/9/2013,MKZ,
1.15E+11,ARACHEM M SDN BHD,"NO. 11, PERSIARAN INDUSTRI",52200,421.1,"DT,C1",2,19/9/2013,KUL,880
7.76E+11,INTAJ HOLDINGS SDN BHD,"3A01, BLOCK A, LOBBY A, KOMPLEK CT",47301,20,DR,1,19/9/2013,XKL,823
7.76E+11,SAPURA TECHNICS MRO FACILITY,SENAI AIRPORT AVIATION PARK,81250,3.2,"DIA,PW",1,19/9/2013,JHB,
7.76E+11,CRABTREE & EVELYN (M) SDN BHD,"LOT 37B, LEBUH SULTAN MOHAMED 1",42000,5,"C1,PL",1,19/9/2013,XKL,KAPAR+
4.09E+11,FLEXTRONICS SHAH ALAM SDN BHD,"PLOT D26, JLN DPB/4,KAW ZONE",88060,6.4,C8,1,19/9/2018,JHB,
1.15E+11,ARACHEM (M) SDN BHD,ATTN ACCOUNTS DEPT CONFIDENTIAL,52200,3.8,"DT,PW",1,19/9/2013,KUL,844
1.21E+11,FLEXTRONICS SHAH ALAM SDN BHD,"PLOT D26, JLN DPB/4,KAW ZONE",88060,1.4,C8,1,19/9/2017,JHB,
7.90E+11,EMERSON PROCESS MANAGEMENT,"LOT 131112, MUKIM LABU, KAWASAN",71807,0,"C1,DIA",1,19/9/2013,RDN,
4.95E+11,QES MECHATRONIC SDN BHD,"NO 9, JLN JURUUKUR U1/19,",40150,431,"C1,DT",5,19/9/2017,XKL,833
7.90E+11,FHM EQUIPMENT SDN BHN,NO.45 46 PERSIARAN INDUSTRI,52200,0,DR,1,19/9/2013,KUL,844
7.76E+11,PETRONAS CHEMICALS DERIVATIVES SDN,"TOWER 1, PETRONAS TWIN TOWERS",50088,44,DR,5,19/9/2013,KUL,823
7.76E+11,PETRONAS CHEMICALS DERIVATIVES SDN,"TOWER 1, PETRONAS TWIN TOWERS",50088,22.5,DR,10,19/9/2013,KUL,823
1.22E+11,DK LEATHER SEATS SDN BHD,4 JALAN PPU 3,47100,0.5,"DT,C1",1,19/9/2013,XKL,823
7.76E+11,FOWSENG INDUSTRIES (M) SDN BHD,NO. 5 JALAN KILANG,86000,0.2,DR,1,19/9/2013,KUD,
7.76E+11,SYSTEMATIC AVIATION SERVICES SDN BHD,"DCA HANGAR,SULTAN ABDUL AZIZ SHAH",47200,66,"C1,DT",2,19/9/2013,XKL,823
1.15E+11,ARACHEM M SDN BHD,NON-HAZARDOUS,52200,289,"C1,DIA",10,19/9/2013,KUL,880
4.18E+11,PARKER HANNIFIN IND (M) SDN BHD,"NO. 11, PERSIARAN PASAK BUMI, SEKSY",40150,3.6,"C1,DIA",55,19/9/2013,XKL,823
1.10E+11,FRENCKEN MECHATRONICS (M) SDN BHD,"SDN. BHD. LOT 3, JIN / P /1A",43650,0.9,"C1,DT",1,19/9/2013,RDN,
7.90E+11,,"LOT 724, RPR BATU 6, JALAN PALMA",98000,0.5,"C1,DT",1,19/9/2017,ODN,
7.76E+11,STRAITS SCIENTIFIC (M) SDN BHD,"NO. 10A, JALAN NIRWANA 37",68000,233.5,"C1,DT",70,19/9/2013,KUL,880
